path,source,label,is_labeled
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/357_RR220204A_950C_2147.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/358_RR220204A_951C_2149.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/359_RR220204A_949C_2151.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/360_RR220204A_951C_2154.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/361_RR220204A_947C_2156.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/362_RR220204A_948C_2200.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/363_RR220204A_946C_2202.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/364_RR220204A_950C_2207.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/365_RR220204A_950C_2210.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/366_RR220204A_946C_2215.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/367_RR220204A_945C_2221.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/368_RR220204A_942C_2226.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/369_RR220204A_943C_2231.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/370_RR220204A_941C_2237.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/371_RR220204A_944C_2240.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/372_RR220204A_940C_2245.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/373_RR220204A_942C_2250.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/374_RR220204A_939C_2254.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/375_RR220204A_943C_2300.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/376_RR220204A_938C_2306.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/377_RR220204A_936C_2310.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/378_RR220204A_938C_2312.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/379_RR220204A_937C_2315.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/380_RR220204A_937C_2323.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/381_RR220204A_936C_2326.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/382_RR220204A_935C_2330.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/383_RR220204A_937C_2331.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/384_RR220204A_935C_2335.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/385_RR220204A_939C_2340.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/386_RR220204A_935C_2346.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/387_RR220204A_935C_2350.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/388_RR220204A_934C_2355.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/001_RR220206A_165C_1659.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/002_RR220206A_165C_1700.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/003_RR220206A_165C_1701-01.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/004_RR220206A_165C_1701-02.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/005_RR220206A_165C_1702-01.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/006_RR220206A_165C_1702-02.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/007_RR220206A_165C_1702-03.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/008_RR220206A_165C_1702-04.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/009_RR220206A_165C_1703-01.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/010_RR220206A_165C_1703-02.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/011_RR220206A_165C_1703-03.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/012_RR220206A_165C_1703-04.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/013_RR220206A_165C_1703-05.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/014_RR220206A_165C_1704-01.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/015_RR220206A_165C_1704-02.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/016_RR220206A_165C_1704-03.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/017_RR220206A_165C_1704-04.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/018_RR220206A_165C_1704-05.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/019_RR220206A_165C_1704-06.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/020_RR220206A_165C_1705.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/021_RR220206A_165C_1706.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/022_RR220206A_165C_1708.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/023_RR220206A_165C_1709.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/024_RR220206A_165C_1710-01.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/025_RR220206A_165C_1710-02.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/026_RR220206A_165C_1711.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/027_RR220206A_165C_1712.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/028_RR220206A_165C_1714-01.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/029_RR220206A_165C_1714-02.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/030_RR220206A_165C_1715.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/031_RR220206A_165C_1716.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/032_RR220206A_165C_1717.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/033_RR220206A_165C_1718.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/034_RR220206A_165C_1719.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/035_RR220206A_165C_1720.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/036_RR220206A_165C_1721.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/037_RR220206A_165C_1722.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/038_RR220206A_165C_1723.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/039_RR220206A_165C_1724.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/040_RR220206A_165C_1725.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/041_RR220206A_165C_1726.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/042_RR220206A_165C_1727.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/043_RR220206A_165C_1728.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/044_RR220206A_165C_1729.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/045_RR220206A_165C_1730.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/046_RR220206A_165C_1733.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/047_RR220206A_175C_1734.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/048_RR220206A_175C_1736.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/049_RR220206A_205C_1737.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/050_RR220206A_206C_1738.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/051_RR220206A_209C_1739.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/052_RR220206A_211C_1740.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/053_RR220206A_211C_1741.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/054_RR220206A_236C_1742.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/055_RR220206A_239C_1742.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/056_RR220206A_246C_1743.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/057_RR220206A_249C_1744.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/058_RR220206A_249C_1745.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/059_RR220206A_280C_1747.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/060_RR220206A_284C_1748.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/061_RR220206A_286C_1749.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/062_RR220206A_287C_1750.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/063_RR220206A_319C_1751.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/064_RR220206A_321C_1753.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/065_RR220206A_322C_1754.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/066_RR220206A_323C_1756.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/067_RR220206A_359C_1757.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/068_RR220206A_362C_1759.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/069_RR220206A_393C_1801.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/070_RR220206A_395C_1802.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/071_RR220206A_396C_1803.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/072_RR220206A_397C_1804.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/073_RR220206A_428C_1807.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/074_RR220206A_430C_1809.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/075_RR220206A_431C_1810.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/076_RR220206A_460C_1812.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/077_RR220206A_461C_1813.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/078_RR220206A_462C_1814.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/079_RR220206A_489C_1815.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/080_RR220206A_490C_1816.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/081_RR220206A_491C_1817.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/082_RR220206A_517C_1819.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/083_RR220206A_517C_1820.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/084_RR220206A_518C_1822.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/085_RR220206A_518C_1823.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/086_RR220206A_543C_1824.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/087_RR220206A_543C_1825.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/088_RR220206A_544C_1826.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/089_RR220206A_544C_1827.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/090_RR220206A_568C_1828.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/091_RR220206A_569C_1830.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/092_RR220206A_570C_1832.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/093_RR220206A_570C_1833.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/094_RR220206A_612C_1834.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/095_RR220206A_614C_1835.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/096_RR220206A_614C_1836.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/097_RR220206A_654C_1837.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/098_RR220206A_656C_1838.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/099_RR220206A_657C_1839.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/100_RR220206A_693C_1840.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/101_RR220206A_697C_1842.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/102_RR220206A_698C_1845.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/103_RR220206A_733C_1846.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/104_RR220206A_734C_1847.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/105_RR220206A_734C_1849.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/106_RR220206A_768C_1851.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/107_RR220206A_769C_1852.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/108_RR220206A_769C_1854.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/109_RR220206A_773C_1901.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/110_RR220206A_810C_1905.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/111_RR220206A_812C_1906.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/112_RR220206A_813C_1908.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/113_RR220206A_815C_1909.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/114_RR220206A_845C_1911.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/115_RR220206A_844C_1913.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/116_RR220206A_844C_1914.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/117_RR220206A_844C_1915.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/118_RR220206A_871C_1916.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/119_RR220206A_871C_1918.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/120_RR220206A_895C_1920-01.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/121_RR220206A_895C_1920-02.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/122_RR220206A_894C_1922.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/123_RR220206A_894C_1923.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/124_RR220206A_894C_1924.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/125_RR220206A_887C_1925.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/126_RR220206A_884C_1926.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/127_RR220206A_885C_1927.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/128_RR220206A_885C_1928.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/129_RR220206A_912C_1929.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/130_RR220206A_910C_1930.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/131_RR220206A_909C_1931.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/132_RR220206A_959C_1932.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/133_RR220206A_956C_1932.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/134_RR220206A_956C_1934.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/135_RR220206A_980C_1935.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/136_RR220206A_981C_1936.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/137_RR220206A_982C_1937.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/138_RR220206A_988C_1939.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/139_RR220206A_990C_1940.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/140_RR220206A_993C_1941.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/141_RR220206A_995C_1942.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/142_RR220206A_994C_1944.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/143_RR220206A_996C_1945.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/144_RR220206A_1012C_1946.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/145_RR220206A_1025C_1947.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/146_RR220206A_1024C_1948.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/147_RR220206A_1024C_1953.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/148_RR220206A_1028C_1956.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/149_RR220206A_1052C_1957.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/150_RR220206A_1053C_1958.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/151_RR220206A_1077C_2001-01.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/152_RR220206A_1077C_2001-02.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/153_RR220206A_1092C_2003-01.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/154_RR220206A_1092C_2003-02.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/155_RR220206A_1105C_2005-01.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/156_RR220206A_1105C_2005-02.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/157_RR220206A_1105C_2007.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/158_RR220206A_1105C_2008.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/159_RR220206A_1105C_2009.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/160_RR220206A_1105C_2010.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/161_RR220206A_1105C_2012.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/162_RR220206A_1105C_2013.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/163_RR220206A_1105C_2015.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/164_RR220206A_1105C_2017.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/165_RR220206A_1105C_2018.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/166_RR220206A_1105C_2019.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/167_RR220206A_1105C_2020.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/168_RR220206A_1099C_2022.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/169_RR220206A_1101C_2024.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/170_RR220206A_1085C_2025.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/171_RR220206A_1085C_2027.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/172_RR220206A_1074C_2028-01.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/173_RR220206A_1074C_2028-02.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/174_RR220206A_1074C_2030.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/175_RR220206A_1051C_2032.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/176_RR220206A_1051C_2034.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/177_RR220206A_1037C_2036.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/178_RR220206A_1037C_2038.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/179_RR220206A_1031C_2040.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/180_RR220206A_1031C_2041.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/181_RR220206A_1019C_2043.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/182_RR220206A_1012C_2044.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/183_RR220206A_995C_2046.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/184_RR220206A_999C_2048.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/185_RR220206A_999C_2049.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/186_RR220206A_985C_2050.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/187_RR220206A_985C_2051.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/188_RR220206A_971C_2053.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/189_RR220206A_971C_2054-01.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/190_RR220206A_971C_2054-02.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/191_RR220206A_960C_2056.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/192_RR220206A_959C_2057.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/193_RR220206A_957C_2058.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/194_RR220206A_962C_2059.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/195_RR220206A_944C_2101.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/196_RR220206A_945C_2102.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/197_RR220206A_944C_2104.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/198_RR220206A_927C_2105.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/199_RR220206A_940C_2106.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/200_RR220206A_933C_2107.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/201_RR220206A_945C_2109.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/202_RR220206A_934C_2109.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/203_RR220206A_876C_2110-01.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/204_RR220206A_876C_2110-02.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/205_RR220206A_875C_2111.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/206_RR220206A_875C_2113.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/207_RR220206A_875C_2114.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/208_RR220206A_860C_2115.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/209_RR220206A_860C_2116.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/210_RR220206A_861C_2117.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/211_RR220206A_848C_2119.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/212_RR220206A_849C_2120.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/213_RR220206A_849C_2121.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/214_RR220206A_834C_2122.bmp,trajectory,,False
/content/quantum rheed codex/data/original data/Trajectories/2022-02-06/215_RR220206A_835C_2123.bmp,trajectory,,False
